-19,-20,-20,-25,-25,-28,-28,-26,-26,-33,-33,-30,70,0,30
-28,-34,-34,-34,-30,-26,-25,-25,-25,-26,-26,-26,70,0,30
-26,-26,-26,-26,-26,-24,-24,-24,-24,-23,-24,-23,70,0,30
-24,-24,-24,-26,-26,-26,-26,-25,-25,-25,-25,-25,70,0,30
-25,-26,-26,-24,-24,-25,-25,-26,-25,-25,-25,-25,70,0,30
-25,-24,-24,-24,-25,-26,-26,-25,-25,-26,-26,-26,70,0,30
-26,-26,-26,-24,-24,-27,-27,-27,-27,-27,-27,-27,70,0,30
-27,-27,-27,-25,-25,-26,-26,-26,-26,-26,-26,-26,70,0,30
-26,-25,-25,-25,-25,-27,-29,-27,-27,-27,-27,-26,70,0,30
-27,-27,-27,-25,-25,-28,-28,-28,-28,-28,-28,-27,70,0,30
-27,-24,-24,-24,-24,-23,-23,-23,-23,-27,-27,-23,70,0,30
-22,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,0,0,0
-23,-22,-22,-23,-23,-23,-23,-23,-23,-23,-23,-24,0,0,0
-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,0,0,0
-23,-23,-23,-23,-22,-22,-22,-23,-23,-23,-23,-23,0,0,0
-23,-23,-23,-23,-23,-23,-23,-23,-23,-22,-22,-23,0,0,0
-23,-23,-23,-23,-22,-23,-23,-22,-22,-23,-23,-22,0,0,0
-23,-24,-24,-22,-22,-22,-22,-22,-22,-22,-22,-22,0,0,0
-22,-24,-24,-22,-22,-22,-22,-22,-22,-22,-22,-22,0,0,0
-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,0,0,0
-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,0,0,0
-26,-25,-25,-23,-23,-27,-27,-27,-27,-33,-33,-31,0,0,50
-31,-31,-31,-29,-26,-27,-27,-24,-24,-23,-23,-23,0,0,50
-23,-24,-24,-23,-23,-23,-23,-23,-23,-23,-23,-24,0,0,50
-24,-24,-24,-22,-22,-24,-24,-23,-23,-23,-23,-23,0,0,50
-23,-24,-24,-22,-22,-21,-21,-21,-21,-21,-21,-21,0,0,50
-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,0,0,50
-21,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,0,0,50
-22,-22,-22,-22,-22,-23,-23,-23,-23,-23,-23,-22,0,0,50
-22,-23,-23,-22,-22,-22,-22,-22,-22,-22,-22,-22,0,0,50
-22,-23,-23,-24,-23,-24,-24,-24,-24,-24,-24,-23,0,0,50
-23,-24,-24,-23,-23,-23,-23,-23,-23,-23,-23,-22,0,0,50
-22,-23,-23,-22,-21,-21,-21,-21,-21,-21,-21,-21,0,0,50
-21,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-21,0,0,50
-24,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,0,0,30
-24,-24,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,0,0,30
-23,-23,-23,-24,-24,-23,-23,-23,-23,-23,-22,-23,0,0,30
-23,-22,-23,-23,-23,-23,-23,-23,-23,-24,-24,-23,0,0,30
-24,-24,-24,-25,-23,-23,-23,-23,-23,-23,-23,-22,0,0,30
-22,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,0,0,30
-23,-24,-24,-23,-23,-23,-23,-24,-24,-24,-24,-23,0,0,30
-24,-24,-24,-24,-24,-23,-23,-23,-23,-24,-24,-23,0,0,30
-23,-24,-24,-24,-24,-24,-24,-23,-23,-23,-23,-23,0,0,30
-23,-23,-23,-26,-26,-24,-24,-23,-23,-25,-24,-23,0,0,30
-23,-23,-23,-26,-26,-24,-24,-23,-23,-25,-24,-23,0,0,30
